 >PIPOBJ: point-in-polyhedron; NX,NY,NZ= 20 41 20 
     8278        1 = NAT, NIN
 1.000000 0.000000 0.000000 = A_1 vector
 0.000000 1.000000 0.000000 = A_2 vector
 1.000000 1.000000 1.000000 = lattice spacings(d_x,d_y,d_z)/d
 0.0 0.0 0.0 = lattice offset x0(1-3) =(x_TF,y_TF,z_TF)/d for dipole 0 0 0
       JA    IX    IY    IZ  ICOMP(x,y,z)
     814     -5     5    -4     1 1 1
     815     -5     6    -4     1 1 1
     816     -5     7    -4     1 1 1
     817     -4    -8    -4     1 1 1
     818     -4    -7    -4     1 1 1
     819     -4    -6    -4     1 1 1
     820     -4    -5    -4     1 1 1
     821     -4    -4    -4     1 1 1
     822     -4    -3    -4     1 1 1
     823     -4    -2    -4     1 1 1
     824     -4    -1    -4     1 1 1
     825     -4     0    -4     1 1 1
     826     -4     1    -4     1 1 1
     827     -4     2    -4     1 1 1
     828     -4     3    -4     1 1 1
     829     -4     4    -4     1 1 1
     830     -4     5    -4     1 1 1
     831     -4     6    -4     1 1 1
     832     -4     7    -4     1 1 1
     833     -4     8    -4     1 1 1
     834     -3    -8    -4     1 1 1
     835     -3    -7    -4     1 1 1
     836     -3    -6    -4     1 1 1
     837     -3    -5    -4     1 1 1
     838     -3    -4    -4     1 1 1
     839     -3    -3    -4     1 1 1
     840     -3    -2    -4     1 1 1
     841     -3    -1    -4     1 1 1
     842     -3     0    -4     1 1 1
     843     -3     1    -4     1 1 1
     844     -3     2    -4     1 1 1
     845     -3     3    -4     1 1 1
     846     -3     4    -4     1 1 1
     847     -3     5    -4     1 1 1
     848     -3     6    -4     1 1 1
     849     -3     7    -4     1 1 1
     850     -3     8    -4     1 1 1
     851     -2    -8    -4     1 1 1
     852     -2    -7    -4     1 1 1
     853     -2    -6    -4     1 1 1
     854     -2    -5    -4     1 1 1
     855     -2    -4    -4     1 1 1
     856     -2    -3    -4     1 1 1
     857     -2    -2    -4     1 1 1
     858     -2    -1    -4     1 1 1
     859     -2     0    -4     1 1 1
     860     -2     1    -4     1 1 1
     861     -2     2    -4     1 1 1
     862     -2     3    -4     1 1 1
     863     -2     4    -4     1 1 1
     864     -2     5    -4     1 1 1
     865     -2     6    -4     1 1 1
     866     -2     7    -4     1 1 1
     867     -2     8    -4     1 1 1
     868     -1    -9    -4     1 1 1
     869     -1    -8    -4     1 1 1
     870     -1    -7    -4     1 1 1
     871     -1    -6    -4     1 1 1
     872     -1    -5    -4     1 1 1
     873     -1    -4    -4     1 1 1
     874     -1    -3    -4     1 1 1
     875     -1    -2    -4     1 1 1
     876     -1    -1    -4     1 1 1
     877     -1     0    -4     1 1 1
     878     -1     1    -4     1 1 1
     879     -1     2    -4     1 1 1
     880     -1     3    -4     1 1 1
     881     -1     4    -4     1 1 1
     882     -1     5    -4     1 1 1
     883     -1     6    -4     1 1 1
     884     -1     7    -4     1 1 1
     885     -1     8    -4     1 1 1
     886     -1     9    -4     1 1 1
     887      0    -9    -4     1 1 1
     888      0    -8    -4     1 1 1
     889      0    -7    -4     1 1 1
     890      0    -6    -4     1 1 1
     891      0    -5    -4     1 1 1
     892      0    -4    -4     1 1 1
     893      0    -3    -4     1 1 1
     894      0    -2    -4     1 1 1
     895      0    -1    -4     1 1 1
     896      0     0    -4     1 1 1
     897      0     1    -4     1 1 1
     898      0     2    -4     1 1 1
     899      0     3    -4     1 1 1
     900      0     4    -4     1 1 1
     901      0     5    -4     1 1 1
     902      0     6    -4     1 1 1
     903      0     7    -4     1 1 1
     904      0     8    -4     1 1 1
     905      0     9    -4     1 1 1
     906      1    -9    -4     1 1 1
     907      1    -8    -4     1 1 1
     908      1    -7    -4     1 1 1
     909      1    -6    -4     1 1 1
     910      1    -5    -4     1 1 1
     911      1    -4    -4     1 1 1
     912      1    -3    -4     1 1 1
     913      1    -2    -4     1 1 1
     914      1    -1    -4     1 1 1
     915      1     0    -4     1 1 1
     916      1     1    -4     1 1 1
     917      1     2    -4     1 1 1
     918      1     3    -4     1 1 1
     919      1     4    -4     1 1 1
     920      1     5    -4     1 1 1
     921      1     6    -4     1 1 1
     922      1     7    -4     1 1 1
     923      1     8    -4     1 1 1
     924      1     9    -4     1 1 1
     925      2    -8    -4     1 1 1
     926      2    -7    -4     1 1 1
     927      2    -6    -4     1 1 1
     928      2    -5    -4     1 1 1
     929      2    -4    -4     1 1 1
     930      2    -3    -4     1 1 1
     931      2    -2    -4     1 1 1
     932      2    -1    -4     1 1 1
     933      2     0    -4     1 1 1
     934      2     1    -4     1 1 1
     935      2     2    -4     1 1 1
     936      2     3    -4     1 1 1
     937      2     4    -4     1 1 1
     938      2     5    -4     1 1 1
     939      2     6    -4     1 1 1
     940      2     7    -4     1 1 1
     941      2     8    -4     1 1 1
     942      3    -8    -4     1 1 1
     943      3    -7    -4     1 1 1
     944      3    -6    -4     1 1 1
     945      3    -5    -4     1 1 1
     946      3    -4    -4     1 1 1
     947      3    -3    -4     1 1 1
     948      3    -2    -4     1 1 1
     949      3    -1    -4     1 1 1
     950      3     0    -4     1 1 1
     951      3     1    -4     1 1 1
     952      3     2    -4     1 1 1
     953      3     3    -4     1 1 1
     954      3     4    -4     1 1 1
     955      3     5    -4     1 1 1
     956      3     6    -4     1 1 1
     957      3     7    -4     1 1 1
     958      3     8    -4     1 1 1
     959      4    -8    -4     1 1 1
     960      4    -7    -4     1 1 1
     961      4    -6    -4     1 1 1
     962      4    -5    -4     1 1 1
     963      4    -4    -4     1 1 1
     964      4    -3    -4     1 1 1
     965      4    -2    -4     1 1 1
     966      4    -1    -4     1 1 1
     967      4     0    -4     1 1 1
     968      4     1    -4     1 1 1
     969      4     2    -4     1 1 1
     970      4     3    -4     1 1 1
     971      4     4    -4     1 1 1
     972      4     5    -4     1 1 1
     973      4     6    -4     1 1 1
     974      4     7    -4     1 1 1
     975      4     8    -4     1 1 1
     976      5    -7    -4     1 1 1
     977      5    -6    -4     1 1 1
     978      5    -5    -4     1 1 1
     979      5    -4    -4     1 1 1
     980      5    -3    -4     1 1 1
     981      5    -2    -4     1 1 1
     982      5    -1    -4     1 1 1
     983      5     0    -4     1 1 1
     984      5     1    -4     1 1 1
     985      5     2    -4     1 1 1
     986      5     3    -4     1 1 1
     987      5     4    -4     1 1 1
     988      5     5    -4     1 1 1
     989      5     6    -4     1 1 1
     990      5     7    -4     1 1 1
     991      6    -6    -4     1 1 1
     992      6    -5    -4     1 1 1
     993      6    -4    -4     1 1 1
     994      6    -3    -4     1 1 1
     995      6    -2    -4     1 1 1
     996      6    -1    -4     1 1 1
     997      6     0    -4     1 1 1
     998      6     1    -4     1 1 1
     999      6     2    -4     1 1 1
    1000      6     3    -4     1 1 1
    1001      6     4    -4     1 1 1
    1002      6     5    -4     1 1 1
    1003      6     6    -4     1 1 1
    1004      7    -5    -4     1 1 1
    1005      7    -4    -4     1 1 1
    1006      7    -3    -4     1 1 1
    1007      7    -2    -4     1 1 1
    1008      7    -1    -4     1 1 1
    1009      7     0    -4     1 1 1
    1010      7     1    -4     1 1 1
    1011      7     2    -4     1 1 1
    1012      7     3    -4     1 1 1
    1013      7     4    -4     1 1 1
    1014      7     5    -4     1 1 1
    1015      8    -4    -4     1 1 1
    1016      8    -3    -4     1 1 1
    1017      8    -2    -4     1 1 1
    1018      8    -1    -4     1 1 1
    1019      8     0    -4     1 1 1
    1020      8     1    -4     1 1 1
    1021      8     2    -4     1 1 1
    1022      8     3    -4     1 1 1
    1023      8     4    -4     1 1 1
    1024      9    -1    -4     1 1 1
    1025      9     0    -4     1 1 1
    1026      9     1    -4     1 1 1
    1027     -9    -3    -3     1 1 1
    1028     -9    -2    -3     1 1 1
    1029     -9    -1    -3     1 1 1
    1030     -9     0    -3     1 1 1
    1031     -9     1    -3     1 1 1
    1032     -9     2    -3     1 1 1
    1033     -9     3    -3     1 1 1
    1034     -8    -5    -3     1 1 1
    1035     -8    -4    -3     1 1 1
    1036     -8    -3    -3     1 1 1
    1037     -8    -2    -3     1 1 1
    1038     -8    -1    -3     1 1 1
    1039     -8     0    -3     1 1 1
    1040     -8     1    -3     1 1 1
    1041     -8     2    -3     1 1 1
    1042     -8     3    -3     1 1 1
    1043     -8     4    -3     1 1 1
    1044     -8     5    -3     1 1 1
    1045     -7    -6    -3     1 1 1
    1046     -7    -5    -3     1 1 1
    1047     -7    -4    -3     1 1 1
    1048     -7    -3    -3     1 1 1
    1049     -7    -2    -3     1 1 1
    1050     -7    -1    -3     1 1 1
    1051     -7     0    -3     1 1 1
    1052     -7     1    -3     1 1 1
    1053     -7     2    -3     1 1 1
    1054     -7     3    -3     1 1 1
    1055     -7     4    -3     1 1 1
    1056     -7     5    -3     1 1 1
    1057     -7     6    -3     1 1 1
    1058     -6    -7    -3     1 1 1
    1059     -6    -6    -3     1 1 1
    1060     -6    -5    -3     1 1 1
    1061     -6    -4    -3     1 1 1
    1062     -6    -3    -3     1 1 1
    1063     -6    -2    -3     1 1 1
    1064     -6    -1    -3     1 1 1
    1065     -6     0    -3     1 1 1
    1066     -6     1    -3     1 1 1
    1067     -6     2    -3     1 1 1
    1068     -6     3    -3     1 1 1
    1069     -6     4    -3     1 1 1
    1070     -6     5    -3     1 1 1
    1071     -6     6    -3     1 1 1
    1072     -6     7    -3     1 1 1
    1073     -5    -8    -3     1 1 1
    1074     -5    -7    -3     1 1 1
    1075     -5    -6    -3     1 1 1
    1076     -5    -5    -3     1 1 1
    1077     -5    -4    -3     1 1 1
    1078     -5    -3    -3     1 1 1
    1079     -5    -2    -3     1 1 1
    1080     -5    -1    -3     1 1 1
    1081     -5     0    -3     1 1 1
    1082     -5     1    -3     1 1 1
    1083     -5     2    -3     1 1 1
    1084     -5     3    -3     1 1 1
    1085     -5     4    -3     1 1 1
    1086     -5     5    -3     1 1 1
    1087     -5     6    -3     1 1 1
    1088     -5     7    -3     1 1 1
    1089     -5     8    -3     1 1 1
    1090     -4    -8    -3     1 1 1
    1091     -4    -7    -3     1 1 1
    1092     -4    -6    -3     1 1 1
    1093     -4    -5    -3     1 1 1
    1094     -4    -4    -3     1 1 1
    1095     -4    -3    -3     1 1 1
    1096     -4    -2    -3     1 1 1
    1097     -4    -1    -3     1 1 1
    1098     -4     0    -3     1 1 1
    1099     -4     1    -3     1 1 1
    1100     -4     2    -3     1 1 1
    1101     -4     3    -3     1 1 1
    1102     -4     4    -3     1 1 1
    1103     -4     5    -3     1 1 1
    1104     -4     6    -3     1 1 1
    1105     -4     7    -3     1 1 1
    1106     -4     8    -3     1 1 1
    1107     -3    -9    -3     1 1 1
    1108     -3    -8    -3     1 1 1
    1109     -3    -7    -3     1 1 1
    1110     -3    -6    -3     1 1 1
    1111     -3    -5    -3     1 1 1
    1112     -3    -4    -3     1 1 1
    1113     -3    -3    -3     1 1 1
    1114     -3    -2    -3     1 1 1
    1115     -3    -1    -3     1 1 1
    1116     -3     0    -3     1 1 1
    1117     -3     1    -3     1 1 1
    1118     -3     2    -3     1 1 1
    1119     -3     3    -3     1 1 1
    1120     -3     4    -3     1 1 1
    1121     -3     5    -3     1 1 1
    1122     -3     6    -3     1 1 1
    1123     -3     7    -3     1 1 1
    1124     -3     8    -3     1 1 1
    1125     -3     9    -3     1 1 1
    1126     -2    -9    -3     1 1 1
    1127     -2    -8    -3     1 1 1
    1128     -2    -7    -3     1 1 1
    1129     -2    -6    -3     1 1 1
    1130     -2    -5    -3     1 1 1
    1131     -2    -4    -3     1 1 1
    1132     -2    -3    -3     1 1 1
    1133     -2    -2    -3     1 1 1
    1134     -2    -1    -3     1 1 1
    1135     -2     0    -3     1 1 1
    1136     -2     1    -3     1 1 1
    1137     -2     2    -3     1 1 1
    1138     -2     3    -3     1 1 1
    1139     -2     4    -3     1 1 1
    1140     -2     5    -3     1 1 1
    1141     -2     6    -3     1 1 1
    1142     -2     7    -3     1 1 1
    1143     -2     8    -3     1 1 1
    1144     -2     9    -3     1 1 1
    1145     -1    -9    -3     1 1 1
    1146     -1    -8    -3     1 1 1
    1147     -1    -7    -3     1 1 1
    1148     -1    -6    -3     1 1 1
    1149     -1    -5    -3     1 1 1
    1150     -1    -4    -3     1 1 1
    1151     -1    -3    -3     1 1 1
    1152     -1    -2    -3     1 1 1
    1153     -1    -1    -3     1 1 1
